Sample	8	222	127	5	197	257	242	92	182	162	217	167	4	17	262	1	12	202	272	232	47	282	107	267	52	287	152	237	112	277	142	62	7	42	9	247	77	300	37	157	187	252	102	192	72	147	67	22	2	212	27	137	57	207	122	32	172	117	177	227	3	87	97	297	6	132	82	292
230929-COI-COL-071-B1_S107_L001_R1_001	0.18448148089749453	0.0	0.0	0.18448148089749453	0.0006453236620827176	0.0	0.0	0.001934235976789168	0.0	0.0	0.0	0.0	0.18448148089749453	0.18448148089749453	0.0	0.18448148089749453	0.18605824569149018	0.0	0.0	0.0	0.0	0.0	0.0003223882521720909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18448148089749453	0.0	0.18448148089749453	0.0	0.0	0.0	0.036950830130401686	0.0	0.0	0.00032366858925808687	0.0006447744256671804	0.0	0.0	0.0	0.0	0.18448148089749453	0.18448148089749453	0.0	0.18448148089749453	0.0003224038430538092	0.0	0.0	0.0	0.18448148089749453	0.0	0.0	0.0	0.0	0.18448148089749453	0.0006447453255963894	0.0	0.00032655193808575254	0.18448148089749453	0.0	0.0	0.0
230929-COI-COL-071-B1_S107_L001_R2_001	0.03784235505589631	0.41692382862726945	0.8400744735490498	0.03784235505589631	0.8338981526393391	1.665352620315693	1.2484446687908124	0.0	1.6700126881133255	0.8351401268770576	0.0022494874382194344	1.254637436762226	0.03626559026190063	15.243215969473834	0.0	0.03784235505589631	1.1031046498793775	0.833970483355928	1.2499678175124225	0.8349005802832297	0.0	0.0	0.0012839648835604345	0.0022526871339383406	0.0	0.41580844490216273	0.42204121486201757	0.0016075464661306036	0.005135908991692668	1.3162933950392797	0.8365434001027221	2.2511265159141214	0.03626559026190063	0.0003154683601008237	0.03626559026190063	0.4195952593773914	0.003530087578263646	0.0	0.007255222971928596	0.4175646984379868	1.667764161701171	0.8407821139205084	0.0	0.0	0.0	0.41923606585794126	0.0	4.141215054950253	0.03626559026190063	0.8366265060240965	0.03626559026190063	0.000963020030816641	0.0	1.6699704108744051	0.8413476971276691	0.03626559026190063	1.3157091691694907	0.00032099740313100867	2.228932110563256	2.0819134572108275	0.03784235505589631	0.0	0.41760019515827723	0.0	0.03626559026190063	0.000963020030816641	0.0	0.0
230929-COI-COL-071-B2_S108_L001_R1_001	0.1737103151927956	0.0	0.0	0.1737103151927956	0.0	0.0	0.0	0.0013938544955292118	0.0	0.0	0.0	0.0	0.1737103151927956	0.17439601380539874	0.00023349592432864082	0.1737103151927956	0.17439601380539874	0.0	0.0	0.0	0.0	0.0	0.0004646408326363721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1737103151927956	0.0	0.1737103151927956	0.0	0.0	0.0	0.034790729186217374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1737103151927956	0.1737103151927956	0.0	0.1737103151927956	0.0002323393083258791	0.0	0.0	0.0	0.1737103151927956	0.0	0.0	0.0	0.0	0.1737103151927956	0.0002323042256138639	0.0	0.0	0.1737103151927956	0.0	0.0	0.0
230929-COI-COL-071-B2_S108_L001_R2_001	0.020570958378094216	0.4499990721668615	0.9064053105341814	0.020570958378094216	0.9003161769478262	1.7986045949888052	1.3489246189183546	0.0	1.8026726006281655	0.9007254942864428	0.0016231846418906855	1.3520373276343634	0.020570958378094216	15.102054810175765	0.00023225944308830738	0.020570958378094216	1.0776896528079358	0.9001511456469127	1.3494430353874596	0.9012812809561701	0.0	0.0	0.0013901277759114025	0.0011613053071652536	0.0	0.4494408120129606	0.4540545050829073	0.001856101120389039	0.006719013185484151	1.3550425047614623	0.9027169556009694	2.1486500477401096	0.020570958378094216	0.0	0.020570958378094216	0.4514986926027067	0.0020844720727063856	0.0	0.004114868849985597	0.4503627471432214	1.8005864422887474	0.9068710511533765	0.0	0.0	0.0	0.4511330460169609	0.0	4.095906379282759	0.020570958378094216	0.9029748326192993	0.020570958378094216	0.00023170030955161356	0.0	1.8019500841512777	0.9052468170391224	0.020570958378094216	1.4106935484992547	0.0	2.368021510610433	2.2479208472040177	0.020570958378094216	0.0	0.4503993123533132	0.0	0.020570958378094216	0.00023169869901180505	0.0	0.0
230929-COI-COL-071-B3_S109_L001_R1_001	0.14968436123825846	0.0	0.0	0.14968436123825846	0.00022261154507995093	0.0	0.00022345469902886587	0.003559011751411927	0.0	0.0	0.0	0.0	0.14968436123825846	0.14968436123825846	0.0	0.14968436123825846	0.15228756752066294	0.0	0.0	0.0	0.0	0.0	0.00022247188511551852	0.0	0.0	0.0	0.0	0.0	0.0	0.0006715676179048881	0.0	0.0	0.14968436123825846	0.0	0.14968436123825846	0.0	0.0	0.0	0.029974065916880614	0.0	0.00022260361641835235	0.00022361409573813895	0.0013347362894776064	0.0	0.0	0.0	0.0	0.14968436123825846	0.14968436123825846	0.00022264524819379044	0.14968436123825846	0.00022249019930672053	0.0	0.0	0.0	0.14968436123825846	0.0	0.0	0.0	0.0	0.14968436123825846	0.00022242833914983437	0.0	0.000677953844902239	0.14968436123825846	0.0002224817843039101	0.0	0.0
230929-COI-COL-071-B3_S109_L001_R2_001	0.0520641256480899	0.4525067543287594	0.912525621849205	0.0531487949324251	0.9045359819092803	1.8072342694632066	1.3544128252066345	0.0	1.8127805797262098	0.9066544892697774	0.002217604676484742	1.363318961217455	0.04989478707941948	15.27734993600451	0.00044436544614290794	0.0531487949324251	1.1156908258671931	0.904582107454599	1.3564737459561307	0.9051580698835274	0.00021707371606323792	0.0	0.0011079350306898003	0.0019996756081791175	0.0	0.45128018255627667	0.45841562869220764	0.0028845172427565333	0.005096523727641772	1.3693851431821817	0.9079023179541728	2.266440578324036	0.04989478707941948	0.0006511476477291225	0.05097945636375469	0.4557638371143537	0.004207728933672905	0.0	0.01020022831149327	0.45332422990299526	1.80945920181611	0.9124634515095608	0.0	0.0	0.000221428523979602	0.4551740032265499	0.0	4.089854003514329	0.04989478707941948	0.9095142014589478	0.05032865479315357	0.0013296015848850893	0.0	1.8123003177179293	0.9129627413700646	0.04989478707941948	1.3959829741952647	0.00022159191632689242	2.377421149825861	2.2570368792815816	0.0531487949324251	0.0	0.4533328606499987	0.0	0.04989478707941948	0.001551174349780952	0.00022147805595421606	0.0
230929-COI-COL-071-S1_S104_L001_R1_001	0.21307044045158213	0.0	0.0	0.21307044045158213	0.0	0.0	0.0	0.00269414696571698	0.0	0.0	0.0	0.0	0.21307044045158213	0.21307044045158213	0.0	0.21307044045158213	0.21434250278263636	0.0	0.0	0.0	0.0	0.0	0.0006735594247802512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21307044045158213	0.0	0.21307044045158213	0.0	0.0	0.0	0.0426890263716239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21307044045158213	0.21307044045158213	0.0	0.21307044045158213	0.0	0.0	0.0	0.0	0.21307044045158213	0.0	0.0	0.0	0.0	0.21307044045158213	0.0	0.0	0.0	0.21307044045158213	0.0	0.0	0.0
230929-COI-COL-071-S1_S104_L001_R2_001	0.041342025759262206	0.28159670748465093	0.5660632261550933	0.044522181586897754	0.5620672183752744	1.1271421797737589	0.8452707507873615	0.0	1.1268366829927376	0.5620672183752744	0.0	0.8437763891234589	0.041342025759262206	16.69772618858324	0.0	0.041342025759262206	1.1995547781841311	0.5620672183752744	0.8460626587637595	0.5654959433285024	0.0	0.0	0.0013509862199405566	0.0	0.0	0.2817950889077053	0.2850869785509204	0.0013545730385782402	0.00405295865982167	1.4245554614733278	0.5633612537152121	3.2845273677696287	0.041342025759262206	0.0	0.041342025759262206	0.284466118053439	0.0027011513657696595	0.0	0.008271772259021004	0.2810336091876372	1.1241344367505488	0.5676007017116074	0.0	0.0	0.0	0.28303352494950657	0.0	4.159643822547305	0.041342025759262206	0.5627693929116729	0.041342025759262206	0.0006754931099702783	0.0	1.1255007667727313	0.5640367468251823	0.041342025759262206	0.7823002871136633	0.0	1.4288127005573383	1.4086414736556954	0.041342025759262206	0.0	0.28100513374763575	0.0	0.041342025759262206	0.0	0.0	0.0
230929-COI-COL-071-S2_S105_L001_R1_001	0.1644679692838694	0.0	0.0	0.1644679692838694	0.0	0.0	0.00023931746658529873	0.0014305128388527287	0.0	0.0	0.0	0.0	0.1644679692838694	0.1644679692838694	0.0	0.1644679692838694	0.16585783944683166	0.0	0.0	0.0	0.0	0.0	0.00023843927190183933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1644679692838694	0.0	0.1644679692838694	0.0	0.0	0.0	0.03293845843375311	0.0	0.0002385325477661427	0.0	0.0007152939381223057	0.0	0.0	0.0	0.0	0.1644679692838694	0.1644679692838694	0.00023856100004771222	0.1644679692838694	0.00023845860358641738	0.0	0.00023854392786431622	0.0	0.1644679692838694	0.0	0.0	0.0	0.0	0.1644679692838694	0.0	0.0	0.00025071013646152726	0.1644679692838694	0.0	0.0	0.0
