	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-B2_S119_L001_R1_001	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	14.0	64.0	260.0	630.0	802.0	770.0	793.0	772.0	886.0	955.0	1213.0	1444.0	1821.0	2183.0	2528.0	3077.0	3950.0	5248.0	7743.0	14330.0	24646.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-B2_S119_L001_R2_001	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	48.0	191.0	460.0	579.0	743.0	743.0	739.0	881.0	1099.0	1225.0	1471.0	1766.0	2039.0	2313.0	2791.0	3298.0	3852.0	4192.0	4863.0	5696.0	7073.0	8560.0	10146.0	7527.0	1781.0	153.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-B3_S120_L001_R1_001	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	23.0	74.0	336.0	680.0	857.0	799.0	724.0	759.0	785.0	892.0	1107.0	1286.0	1658.0	2056.0	2309.0	2776.0	3508.0	4727.0	6876.0	11866.0	12709.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-B3_S120_L001_R2_001	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	48.0	290.0	593.0	759.0	896.0	745.0	710.0	753.0	811.0	948.0	1190.0	1328.0	1508.0	1605.0	1974.0	2377.0	2890.0	3186.0	3689.0	4634.0	5618.0	6978.0	7569.0	4625.0	996.0	121.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-S1_S115_L001_R1_001	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	23.0	62.0	285.0	635.0	716.0	675.0	610.0	624.0	619.0	719.0	797.0	934.0	1117.0	1324.0	1729.0	2037.0	2556.0	3443.0	4931.0	9177.0	17325.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-S1_S115_L001_R2_001	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	32.0	161.0	392.0	603.0	776.0	856.0	822.0	963.0	1180.0	1283.0	1489.0	1662.0	1838.0	2196.0	2427.0	2709.0	3029.0	3197.0	3450.0	3841.0	4428.0	4846.0	4713.0	2830.0	580.0	119.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-S2_S116_L001_R1_001	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	15.0	81.0	360.0	914.0	1126.0	1094.0	1068.0	1122.0	1112.0	1241.0	1466.0	1672.0	2025.0	2359.0	2768.0	3600.0	4348.0	5738.0	8415.0	15145.0	28233.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-S2_S116_L001_R2_001	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	63.0	325.0	633.0	1004.0	1216.0	1233.0	1344.0	1525.0	1734.0	2016.0	2282.0	2782.0	3107.0	3433.0	4048.0	4488.0	4864.0	5396.0	5927.0	6572.0	7171.0	8030.0	8260.0	5320.0	1076.0	95.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-S3_S117_L001_R1_001	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	12.0	99.0	478.0	1061.0	1405.0	1172.0	1092.0	1026.0	1001.0	1117.0	1228.0	1294.0	1416.0	1631.0	1935.0	2325.0	2929.0	3755.0	5562.0	10489.0	21568.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-073-S3_S117_L001_R2_001	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	15.0	72.0	380.0	792.0	1110.0	1277.0	1152.0	1077.0	1099.0	1151.0	1316.0	1497.0	1731.0	1820.0	2048.0	2511.0	2769.0	3203.0	3576.0	4047.0	4447.0	5401.0	6394.0	6896.0	5470.0	1304.0	87.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
230929-COI-COL-074-B1_S124_L001_R1_001	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	11.0	22.0	78.0	368.0	784.0	952.0	831.0	821.0	908.0	895.0	1045.0	1217.0	1555.0	1885.0	2275.0	2915.0	3763.0	4430.0	6185.0	9081.0	17020.0	45339.0
	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0
