Sample	57.0	38.0	77.0	5.0	19.0	76.0	83.0	78.0	87.0	100.0	82.0	81.0	58.0	60.0	67.0	47.0	86.0	88.0	29.0	7.0	0.0	8.0	45.0	16.0	12.0	32.0	93.0	62.0	41.0	98.0	42.0	17.0	31.0	20.0	56.0	84.0	35.0	53.0	79.0	33.0	14.0	66.0	51.0	69.0	63.0	68.0	85.0	73.0	4.0	92.0	1.0	49.0	54.0	24.0	27.0	65.0	80.0	39.0	75.0	40.0	64.0	11.0	21.0	71.0	89.0	99.0	50.0	30.0	74.0	95.0	94.0	52.0	61.0	90.0	9.0	91.0	10.0	97.0	72.0	36.0	44.0	13.0	28.0	37.0	70.0	96.0	48.0	46.0	22.0	26.0	34.0	55.0	3.0	15.0	2.0	18.0	59.0	43.0	25.0	6.0	23.0
230929-COI-COL-071-B1_S107_L001_R1_001	0.8333333333333333	4798.9166666666615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	474.83333333333314	0.0	0.0	42.166666666666664	0.0	117.0	0.0	436.6666666666666	0.0	0.0	322.58333333333326	0.0	0.0	1878.2499999999936	0.0	2069.9166666666647	0.0	258.9166666666668	0.0	4.75	0.0	695.583333333334	15.583333333333332	0.0	402.9999999999985	0.0	0.0	69.83333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.5	304.0	9.083333333333332	0.0	4.0	0.0	0.0	2980.166666666701	0.0	1362.166666666662	0.0	0.0	0.0	0.0	0.0	0.0	162.00000000000006	136.66666666666666	0.0	0.0	0.0	26.16666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	842.8333333333366	372.33333333333314	0.0	11.5	3152.5000000000214	0.0	0.0	363.49999999999983	701.3333333333336	0.0	0.5	449.2499999999987	4.916666666666666	0.0	0.0	0.0	0.0	0.0	1472.9999999999995	0.0	0.0	0.0
230929-COI-COL-071-B1_S107_L001_R2_001	10.0	2720.583333333338	0.5	0.0	0.5	0.25	0.0	0.25	0.0	0.0	0.0	0.0	4.75	1.75	0.5	427.9166666666663	0.0	0.0	269.666666666667	0.0	23.0	0.0	495.1666666666659	0.0	0.0	470.99999999999847	0.0	0.25	1668.9999999999886	0.0	1247.3333333333323	0.0	364.0833333333329	3.5	14.916666666666666	0.0	1320.9166666666645	46.666666666666664	0.25	591.3333333333327	0.0	0.75	99.41666666666666	0.0	0.25	0.25	0.0	0.0	0.0	0.0	11.5	208.33333333333346	38.0	9.75	95.66666666666667	0.0	0.25	1723.8333333333248	0.25	1683.4166666666547	0.0	0.0	4.833333333333334	0.25	0.25	0.0	136.58333333333331	288.8333333333333	0.0	0.0	0.0	64.16666666666669	0.75	0.25	0.0	0.25	0.0	0.0	0.0	2260.2499999999923	582.9166666666663	0.0	207.16666666666677	3491.916666666689	0.25	0.0	323.9999999999999	484.9999999999996	5.333333333333334	43.91666666666667	927.6666666666706	25.0	0.0	0.0	0.0	0.0	3.5	736.5000000000005	20.166666666666664	0.0	7.499999999999999
230929-COI-COL-071-B2_S108_L001_R1_001	0.8333333333333333	5228.5833333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.25	547.4166666666662	0.0	0.0	61.91666666666667	0.0	152.0	0.0	533.8333333333329	0.0	0.0	661.8333333333351	0.0	0.5	2684.500000000008	0.0	2248.5833333333285	0.0	916.5833333333513	0.0	2.5	0.0	566.9166666666663	21.749999999999993	0.0	469.2499999999974	0.0	0.25	76.41666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	325.0	5.499999999999999	0.0	2.1666666666666665	0.0	0.0	3966.583333333404	0.0	4968.416666666654	0.0	0.0	0.0	0.0	0.0	0.0	199.41666666666674	314.1666666666664	0.0	0.0	0.0	41.33333333333334	0.5	0.0	0.0	0.0	0.0	0.0	0.0	793.2500000000011	513.0833333333328	0.0	12.416666666666668	3185.8333333333485	0.0	0.0	362.9166666666666	1029.6666666666683	0.0	1.25	450.5833333333316	2.75	0.0	0.0	0.0	0.0	0.0	1810.9999999999939	0.0	0.0	0.25
230929-COI-COL-071-B2_S108_L001_R2_001	15.583333333333334	3914.416666666699	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.25	3.0	0.5	427.83333333333286	0.25	0.0	606.25	0.0	18.0	0.0	691.7500000000005	0.0	0.0	554.4166666666652	0.0	1.25	2249.9999999999923	0.0	1506.4166666666645	0.0	608.7499999999999	10.75	24.833333333333332	0.0	1351.3333333333308	78.91666666666666	0.0	564.249999999999	0.0	0.5	161.08333333333331	0.25	1.25	0.25	0.0	0.25	0.0	0.0	9.0	271.91666666666686	61.583333333333336	11.166666666666666	111.83333333333331	0.25	1.0	3792.416666666697	0.25	2810.416666666682	0.0	0.25	12.25	0.25	0.0	0.0	210.25000000000014	494.3333333333324	0.25	0.25	0.0	113.08333333333331	2.0	0.25	0.0	0.0	0.0	0.0	0.25	2564.333333333336	865.7500000000026	0.0	401.16666666666646	4054.5000000000327	0.25	0.0	350.5833333333331	536.2499999999991	9.75	42.49999999999999	866.2500000000031	34.16666666666667	0.0	0.0	0.0	0.0	4.5	976.0000000000022	22.16666666666667	0.0	13.5
230929-COI-COL-071-B3_S109_L001_R1_001	3.1666666666666665	5544.416666666617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.25	661.0833333333336	0.0	0.0	50.08333333333334	0.0	138.0	0.0	685.666666666667	0.0	0.0	643.2500000000018	0.0	0.5	2955.0000000000227	0.0	2487.250000000009	0.0	879.3333333333496	0.0	4.083333333333333	0.0	611.6666666666669	22.749999999999993	0.0	433.91666666666475	0.0	0.3333333333333333	103.41666666666663	0.0	0.75	0.0	0.0	0.0	0.0	0.0	69.0	408.91666666666634	13.000000000000004	0.0	1.75	0.5833333333333333	0.0	4294.916666666713	0.25	5303.166666666647	0.25	0.0	0.0	0.0	0.0	0.0	257.25000000000006	300.91666666666674	0.0	0.0	0.0	44.25000000000001	0.25	0.0	0.0	0.0	0.0	0.0	0.0	875.666666666669	726.5833333333339	0.0	12.833333333333332	3356.333333333352	0.0	0.0	458.4999999999997	1218.1666666666667	0.0	1.75	452.83333333333184	5.416666666666666	0.0	0.0	0.0	0.0	0.75	2010.0833333333246	0.0	0.0	0.0
230929-COI-COL-071-B3_S109_L001_R2_001	20.333333333333332	4210.083333333367	0.0	0.0	1.25	0.25	0.25	0.0	0.0	0.0	0.0	0.25	9.833333333333334	2.75	0.75	545.8333333333329	0.0	0.25	585.4166666666665	0.0	46.0	0.0	817.7500000000028	0.0	0.0	593.0833333333331	0.0	1.25	2441.583333333332	0.0	1672.0833333333285	0.0	598.4166666666667	4.75	34.083333333333336	0.0	1379.4166666666638	91.08333333333333	0.0	603.4166666666663	0.0	0.5	184.33333333333346	0.75	1.5	0.25	0.0	0.0	0.0	0.0	23.0	318.16666666666674	63.66666666666668	13.416666666666666	115.24999999999997	0.25	0.0	4020.2500000000355	0.25	3084.9166666666943	0.75	0.0	8.75	0.0	0.25	0.25	248.5000000000002	516.999999999999	0.25	0.25	0.0	123.5833333333333	1.5833333333333333	0.0	0.0	0.0	0.0	0.25	0.0	2683.166666666673	1018.8333333333367	0.0	366.7499999999999	4315.416666666698	0.5	0.25	437.08333333333286	666.9166666666671	7.25	47.750000000000014	872.1666666666705	41.08333333333334	0.0	0.0	0.0	0.0	5.166666666666666	1140.9166666666677	22.0	0.0	10.666666666666666
230929-COI-COL-071-S1_S104_L001_R1_001	1.8333333333333333	974.0833333333404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	444.1666666666664	0.0	0.0	6.5	0.0	67.0	0.0	605.4166666666671	0.0	0.0	62.6666666666667	0.0	0.0	1220.7500000000005	0.0	1237.2500000000005	0.0	32.249999999999986	0.0	3.5	0.0	295.91666666666714	21.08333333333333	0.0	133.5833333333333	0.0	0.0	76.74999999999997	0.0	0.0	0.0	0.0	0.25	0.0	0.0	33.5	215.0000000000002	12.750000000000005	0.0	1.0	0.0	0.0	1272.4999999999986	0.0	1260.7499999999995	0.0	0.0	0.0	0.0	0.0	0.0	135.75	20.0	0.0	0.0	0.0	29.999999999999986	0.0	0.0	0.0	0.0	0.0	0.0	0.25	1041.333333333356	530.7499999999997	0.0	2.0	1418.9999999999886	0.0	0.0	299.2499999999999	746.2500000000008	0.0	0.0	174.50000000000009	6.166666666666665	0.0	0.0	0.0	0.0	0.0	1099.8333333333342	0.0	0.0	0.0
230929-COI-COL-071-S1_S104_L001_R2_001	11.25	1041.66666666667	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.75	0.25	350.58333333333303	0.0	0.0	35.416666666666664	0.0	13.0	0.0	553.5833333333333	0.0	0.0	145.41666666666669	0.5	0.25	1007.6666666666716	0.0	764.1666666666673	0.0	103.0833333333333	0.25	21.333333333333336	0.0	1003.750000000004	56.83333333333334	0.0	296.66666666666634	0.0	0.0	99.99999999999997	0.5	0.5	0.5	0.0	0.0	0.0	0.5	6.5	169.58333333333337	39.50000000000001	4.75	18.416666666666668	0.25	0.0	1338.7499999999977	0.0	1273.2499999999989	0.25	0.0	0.5	0.25	0.0	0.0	130.0833333333333	48.91666666666668	0.0	0.0	0.0	78.83333333333331	1.75	0.0	0.0	0.0	0.0	0.0	0.0	845.8333333333372	689.6666666666675	0.0	27.91666666666666	914.6666666666684	0.5	0.0	263.16666666666674	436.49999999999926	1.0	14.083333333333332	812.9166666666674	30.08333333333333	0.0	0.0	0.0	0.0	2.75	711.5000000000003	7.25	0.0	2.25
230929-COI-COL-071-S2_S105_L001_R1_001	1.25	6092.416666666402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	785.5833333333337	0.0	0.0	13.083333333333334	0.0	142.0	0.0	342.5	0.0	0.0	245.91666666666686	0.0	0.0	1977.4999999999873	0.0	3265.833333333345	0.0	73.33333333333334	0.0	3.0833333333333335	0.0	573.8333333333318	27.499999999999993	0.0	261.3333333333337	0.0	0.0	152.41666666666666	0.25	0.0	0.0	0.0	0.0	0.0	0.0	71.0	617.4999999999999	12.166666666666668	0.0	0.0	0.0	0.0	2763.9166666666783	0.0	1283.2499999999982	0.0	0.0	0.0	0.0	0.0	0.0	327.83333333333314	40.41666666666667	0.0	0.0	0.0	58.91666666666668	0.5	0.0	0.0	0.0	0.0	0.0	0.0	3783.8333333338323	496.33333333333275	0.0	3.75	7435.8333333319115	0.0	0.0	714.0000000000003	688.5000000000001	0.0	0.25	696.0833333333346	8.749999999999998	0.0	0.0	0.0	0.0	0.25	3019.5000000000005	0.0	0.0	0.0
