230929-COI-COL-076-B3_S138_L001_R2_001	191.0	659.0	1002.0	4228.0	136.0	164.0	5.0	5.0	7.0	1.0	0.0	10.0	0.0	9.0	0.0	2.0	1.0	1.0	50.0	9.0	13.0	1.0	1.0	2.0	3.0	1.0	2851.0	51229.0
	34	44	54	64	74	84	94	104	114	124	134	144	154	164	174	184	194	204	214	224	234	244	254	264	274	284	294	301
230929-COI-COL-076-S1_S133_L001_R1_001	1518.0	399.0	1714.0	5285.0	243.0	60.0	6.0	19.0	29.0	9.0	4.0	45.0	6.0	8.0	7.0	6.0	11.0	7.0	146.0	64.0	20.0	7.0	7.0	7.0	7.0	4.0	13703.0	80368.0
	34	44	54	64	74	84	94	104	114	124	134	144	154	164	174	184	194	204	214	224	234	244	254	264	274	284	294	301
230929-COI-COL-076-S1_S133_L001_R2_001	284.0	263.0	1355.0	4704.0	308.0	225.0	7.0	18.0	25.0	6.0	1.0	33.0	8.0	27.0	7.0	5.0	6.0	6.0	53.0	13.0	17.0	3.0	3.0	4.0	6.0	1.0	5503.0	90818.0
	34	44	54	64	74	84	94	104	114	124	134	144	154	164	174	184	194	204	214	224	234	244	254	264	274	284	294	301
230929-COI-COL-076-S2_S134_L001_R1_001	1520.0	71.0	404.0	797.0	53.0	52.0	2.0	9.0	10.0	3.0	0.0	11.0	2.0	2.0	2.0	1.0	2.0	2.0	140.0	53.0	2.0	0.0	4.0	1.0	1.0	0.0	3371.0	27088.0
	34	44	54	64	74	84	94	104	114	124	134	144	154	164	174	184	194	204	214	224	234	244	254	264	274	284	294	301
230929-COI-COL-076-S2_S134_L001_R2_001	80.0	49.0	303.0	896.0	176.0	354.0	3.0	9.0	6.0	3.0	0.0	7.0	2.0	5.0	2.0	0.0	0.0	1.0	56.0	12.0	2.0	0.0	1.0	1.0	0.0	0.0	2399.0	29236.0
	34	44	54	64	74	84	94	104	114	124	134	144	154	164	174	184	194	204	214	224	234	244	254	264	274	284	294	301
230929-COI-COL-076-S3_S135_L001_R1_001	1744.0	581.0	3451.0	5641.0	105.0	184.0	231.0	338.0	205.0	33.0	260.0	63.0	7.0	153.0	4.0	6.0	2.0	15.0	95.0	45.0	11.0	3.0	228.0	5.0	1.0	15.0	6358.0	79521.0
	34	44	54	64	74	84	94	104	114	124	134	144	154	164	174	184	194	204	214	224	234	244	254	264	274	284	294	301
230929-COI-COL-076-S3_S135_L001_R2_001	297.0	426.0	2988.0	5024.0	254.0	365.0	221.0	314.0	186.0	23.0	232.0	41.0	6.0	146.0	5.0	6.0	1.0	13.0	31.0	9.0	8.0	4.0	184.0	3.0	1.0	7.0	4790.0	83720.0
	34	44	54	64	74	84	94	104	114	124	134	144	154	164	174	184	194	204	214	224	234	244	254	264	274	284	294	301
230929-COI-COL-077-B1_S146_L001_R1_001	595.0	257.0	1540.0	3446.0	56.0	32.0	77.0	4.0	3.0	3.0	1.0	26.0	5.0	17.0	6.0	0.0	15.0	5.0	88.0	25.0	6.0	0.0	21.0	5.0	4.0	3.0	828.0	58492.0
