Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>100	>500	>1k	>10k+	>5k	>50
230929-COI-COL-FN-3-26_S205_L001_R1_001										15.914104545212341	34.97628816539671	0.0	0.0	0.0	6.988863430489689	5.535248041775457
230929-COI-COL-FN-3-26_S205_L001_R2_001										6.98779773005808	8.527734853732616	2.9743699046198113	27.048542654659773	0.0	0.0	3.638301273512016
230929-COI-COL-FN-3-27_S206_L001_R1_001										17.412797970821938	14.922913665030327	7.036554538474148	0.0	12.3614214599384	0.0	4.685572302409649
230929-COI-COL-FN-3-27_S206_L001_R2_001										7.900163058951419	5.963298794744152	3.8556108671457783	10.127772649233451	0.0	12.456323495155683	2.888472853704199
230929-COI-COL-FN-3-28_S171_L001_R1_001										16.311255137527663	32.061334176414796	8.21767309516282	3.296711982295289	0.0	0.0	6.704868795447361
230929-COI-COL-FN-3-28_S171_L001_R2_001										6.9791337337970285	9.185109073664242	7.065286120771419	16.55785646538097	7.926809990515333	4.992096111286752	3.027979766044894
230929-COI-EN-8-22-23_S170_L001_R1_001										22.65773090727145	9.28776929960453	1.8662137846757818	0.0	20.27047831651063	0.0	3.433179058377515
230929-COI-EN-8-22-23_S170_L001_R2_001										12.381347239559922	6.514588905363759	3.6546539448433952	0.0	0.0	3.7822303355521	4.665316452888959
230929-COI-EN-8-23-23_S142_L001_R1_001										26.467958168327943	6.497443351505505	1.1027596612311272	0.0	22.460528178375	0.0	6.310657823413444
230929-COI-EN-8-23-23_S142_L001_R2_001										11.487899208285427	4.797665327287539	2.237217019177898	0.0	0.0	3.0265198477310356	3.525724435192814
230929-COI-EN-9-1-23_S172_L001_R1_001										24.806893646048593	8.285349330230256	2.893084284653813	0.0	20.76018698713962	0.0	5.854048378575393
230929-COI-EN-9-1-23_S172_L001_R2_001										11.039261748117298	5.892808489011457	3.035980632235337	1.1789178663419715	3.886867273531703	0.0	3.611548992358789
230929-COI-NEG-PCR_S173_L001_R1_001										22.93696005700017	6.876634878957108	2.69497323169183	0.0	21.25499328730658	0.0	6.745679631346134
230929-COI-NEG-PCR_S173_L001_R2_001										10.152702106275864	5.281770700459187	2.597885621990991	0.7683788172595973	0.0	3.1184455973203575	3.5428265886711356
230929-COI-POS-PCR_S174_L001_R1_001										6.797514398302516	11.855865413761746	0.0	7.506062443164595	0.0	0.0	10.283419217944832
230929-COI-POS-PCR_S174_L001_R2_001										5.736586844498333	3.466959684752956	1.985450136404971	11.704304334646864	0.0	0.0	1.7126401939981815
230929-MiFishU-COL-071-B1_S4_L001_R1_001										6.455070359229678	7.239912872108703	0.0	49.77699408775023	0.0	17.314939667392732	1.6111744978045155
230929-MiFishU-COL-071-B1_S4_L001_R2_001										12.343117933824292	12.913598174463232	7.900286968848322	17.50164229160184	0.0	0.0	4.63299104518895
230929-MiFishU-COL-071-B2_S5_L001_R1_001										5.668219276245074	6.63919742027947	5.292010032246506	19.03977069150842	0.0	42.42923683267646	3.683267646005016
230929-MiFishU-COL-071-B2_S5_L001_R2_001										12.389824435686133	17.355786456467214	0.0	21.304192045861697	0.0	0.0	4.618416338230025
230929-MiFishU-COL-071-B3_S6_L001_R1_001										4.996956786366403	8.15581253804017	1.9456279164130657	32.30472712517752	21.081355244471496	13.526070196794482	2.8200446337999594
230929-MiFishU-COL-071-B3_S6_L001_R2_001										11.44856968959221	14.136741732602962	6.6200040576181785	18.08277541083384	0.0	0.0	5.85108541286265
230929-MiFishU-COL-071-S1_S1_L001_R1_001										4.786959844997067	6.742272072808716	0.0	9.138418330163358	54.50699468510586	8.97843823879695	2.3890360310716887
230929-MiFishU-COL-071-S1_S1_L001_R2_001										9.614803491121105	15.06123682386192	3.393355493538582	14.026698899692484	0.0	19.27760100965213	3.757754590539844
230929-MiFishU-COL-071-S2_S2_L001_R1_001										5.105974566104135	5.04198992241862	4.125409901623611	16.56402463408782	22.30824602095497	29.760857394225386	1.7723746300887786
230929-MiFishU-COL-071-S2_S2_L001_R2_001										9.828041270095177	18.16843957450212	1.8299608094057427	26.836759177797333	0.0	0.0	4.410141566024154
230929-MiFishU-COL-071-S3_S3_L001_R1_001										4.666304296450347	5.6458855225220965	0.726709835988089	7.19501819728695	49.06532117029825	19.605804225551825	1.6932929999527342
230929-MiFishU-COL-071-S3_S3_L001_R2_001										9.17545020560571	10.530793590773738	5.4733657891005345	13.143404074301648	0.0	22.034078555560807	2.9281089001276173
230929-MiFishU-COL-072-B1_S10_L001_R1_001										4.637690335243281	7.249358954066289	2.4407230365000476	11.111462850992435	31.748393428092058	26.879609990819592	1.9658741967140463
230929-MiFishU-COL-072-B1_S10_L001_R2_001										8.993637025546867	11.64012789262085	4.055209091772452	31.21023140966792	0.0	0.0	5.527240495109057
230929-MiFishU-COL-072-B2_S11_L001_R1_001										4.830736163353036	7.012358946802793	5.742432384022926	19.188608275120902	37.34193086154397	11.063944116066631	1.7839871037076842
230929-MiFishU-COL-072-B2_S11_L001_R2_001										11.257388500806018	17.186100662726133	6.170517642844349	2.797778971878918	0.0	19.2459251298585	5.310764821780404
230929-MiFishU-COL-072-S1_S7_L001_R1_001										4.461068380571067	2.1557264777157306	4.724475819197134	24.956274365188072	25.282899589084394	22.448635549467916	1.4856179538510168
230929-MiFishU-COL-072-S1_S7_L001_R2_001										9.13286271204299	13.783584448424824	14.278790433041829	18.194078600779687	0.0	0.0	5.447265830787061
230929-MiFishU-COL-072-S2_S8_L001_R1_001										4.222946339412414	4.0994376412466496	3.3531297629684134	6.888894728543649	62.54927208703421	6.589320439375625	1.1339149629473906
230929-MiFishU-COL-072-S2_S8_L001_R2_001										8.644294949282598	15.638303463499238	4.582961055342408	26.1772743995375	0.0	6.799548010721606	3.057497240763126
230929-MiFishU-COL-072-S3_S9_L001_R1_001										4.707315135950862	5.5518784252468825	6.176696407296603	18.964284768737922	27.084271001562044	21.966588123163273	1.6944216462365307
230929-MiFishU-COL-072-S3_S9_L001_R2_001										9.443753143946413	16.03346482751317	7.675200550687035	24.349368563183393	0.0	0.0	5.011781525508988
230929-MiFishU-COL-073-B1_S15_L001_R1_001										5.369522563767168	6.17833006322215	5.668192718552431	31.536952256376715	33.403095705253975	0.0	2.3108785698713756
230929-MiFishU-COL-073-B1_S15_L001_R2_001										10.464355788096794	17.968170917811204	0.0	27.240026160889467	0.0	0.0	5.299760191846523
230929-MiFishU-COL-073-B2_S16_L001_R1_001										5.825197035642866	6.999176567462652	3.5054699447123867	34.72767909657687	32.31384542994942	0.0	1.2257381484531233
230929-MiFishU-COL-073-B2_S16_L001_R2_001										11.30925773438419	13.44312433831314	10.243500764615927	21.11045759322433	0.0	0.0	3.898364898247265
230929-MiFishU-COL-073-B3_S17_L001_R1_001										5.790385622758593	12.221461095216988	7.478744409074426	34.681871297900635	0.0	21.84389732844421	1.744771729056695
230929-MiFishU-COL-073-B3_S17_L001_R2_001										9.646613208687594	11.451827376395213	5.778297135028408	21.235443446024902	0.0	0.0	9.058306805818592
230929-MiFishU-COL-073-S1_S12_L001_R1_001										5.566606299913903	3.7199774366891307	1.9891339845025682	34.287325950776356	0.0	35.828162574592525	2.324614790844046
230929-MiFishU-COL-073-S1_S12_L001_R2_001										9.031262060980316	11.545883680194757	8.62452869399994	26.29813258913992	0.0	0.0	5.652703144019238
230929-MiFishU-COL-073-S2_S13_L001_R1_001										5.4213646402417766	6.311751714518192	2.6014181099616414	15.090084854120656	0.0	53.237242822271305	2.6641869115424854
230929-MiFishU-COL-073-S2_S13_L001_R2_001										9.078228524933163	11.535510868301756	10.270835754969196	24.619318842264327	0.0	0.0	5.049401371614553
230929-MiFishU-COL-073-S3_S14_L001_R1_001										4.726138569746348	2.912065179338659	2.129149295057446	15.550109799178893	0.0	56.12170204640209	2.9598039527704403
230929-MiFishU-COL-073-S3_S14_L001_R2_001										9.296330479615545	14.257980331625348	11.826485471499952	21.151459215174565	0.0	0.0	4.465166608319278
230929-MiFishU-COL-074-B1_S21_L001_R1_001										4.233526800955958	6.784373018582647	1.8728966492708383	33.087840803784815	38.48948934302297	0.0	1.7607179437155538
230929-MiFishU-COL-074-B1_S21_L001_R2_001										10.269228893332683	13.04443252206994	7.0575037799346445	26.41564649075745	0.0	0.0	4.89684436423938
230929-MiFishU-COL-074-B2_S22_L001_R1_001										4.266173752310536	5.217498459642638	3.4725816389402344	16.867529266789898	39.91373998767715	14.060382008626002	2.516327788046827
230929-MiFishU-COL-074-B2_S22_L001_R2_001										9.419593345656192	13.947011706715958	2.876155268022181	28.993222427603204	0.0	0.0	4.712261244608749
230929-MiFishU-COL-074-B3_S23_L001_R1_001										4.518072289156627	4.705136334812936	0.0	41.569435637285984	31.83259353202283	0.0	2.8027901077996193
230929-MiFishU-COL-074-B3_S23_L001_R2_001										10.532656943563728	11.978440076093849	12.653772986683576	19.89854153455929	0.0	0.0	4.511731135066582
230929-MiFishU-COL-074-S1_S18_L001_R1_001										6.224968531868635	6.430941755349583	7.683945531525346	59.06854331159172	0.0	0.0	2.8092459091429225
230929-MiFishU-COL-074-S1_S18_L001_R2_001										11.219819201281611	20.91772514017622	0.0	14.635541824007323	0.0	0.0	7.031696990502345
230929-MiFishU-COL-074-S2_S19_L001_R1_001										6.035533879115137	10.59919874586309	3.8407942867096327	35.1201881205365	0.0	24.355512976833303	3.274690820414562
230929-MiFishU-COL-074-S2_S19_L001_R2_001										11.600766417000523	17.958543807699005	4.058526389130813	17.45775997213029	0.0	0.0	6.070371015502526
230929-MiFishU-COL-074-S3_S20_L001_R1_001										5.540166204986149	6.9503903298917145	9.629816167212288	58.00554016620498	0.0	0.0	2.9916897506925206
230929-MiFishU-COL-074-S3_S20_L001_R2_001										13.59355326114329	17.06371191135734	7.952656761521028	12.540921682195922	0.0	0.0	4.628557038529338
230929-MiFishU-COL-075-B1_S27_L001_R1_001										4.856916013669784	9.570575442714626	0.8871552349062792	16.700610997963338	40.690047982325936	11.493320445993993	1.4947012323518245
230929-MiFishU-COL-075-B1_S27_L001_R2_001										9.900238185646726	10.490524353619387	8.386551140874728	10.31447409299596	0.0	22.625910456004693	3.438158030998654
230929-MiFishU-COL-075-B2_S28_L001_R1_001										5.8958872591314355	4.703636886553194	4.120584621016028	44.77213899129344	0.0	20.64475645148639	2.2145527753810756
230929-MiFishU-COL-075-B2_S28_L001_R2_001										9.545846733077104	15.509713180118704	10.45310743326274	17.922974350929486	0.0	0.0	6.458022851465474
230929-MiFishU-COL-075-B3_S29_L001_R1_001										6.93620178041543	6.62833827893175	0.0	64.57344213649851	0.0	0.0	1.142433234421365
230929-MiFishU-COL-075-B3_S29_L001_R2_001										12.60014836795252	16.821216617210684	13.623887240356083	8.701780415430267	0.0	0.0	5.708456973293768
230929-MiFishU-COL-075-S1_S24_L001_R1_001										4.805758441833386	6.975759500370487	0.0	23.674182280088917	33.986979993648774	13.999153170318621	2.0747327193818146
230929-MiFishU-COL-075-S1_S24_L001_R2_001										7.446808510638298	9.958187784481847	4.736953530221235	35.667407642637876	0.0	0.0	5.062453689001799
230929-MiFishU-COL-075-S2_S25_L001_R1_001										5.152935923197142	6.054922973878098	10.162982808662647	29.14936369725385	0.0	29.502121009153832	1.9959812458137975
230929-MiFishU-COL-075-S2_S25_L001_R2_001										8.448314355883008	15.025675373967404	6.997097566421076	27.796383121232417	0.0	0.0	4.925206519312346
230929-MiFishU-COL-075-S3_S26_L001_R1_001										5.484266904708771	4.058803838428922	1.4952019638473555	32.00457487168043	40.48482481588931	0.0	1.82715911626869
230929-MiFishU-COL-075-S3_S26_L001_R2_001										8.650412854273599	9.082794019192145	3.344677527337648	38.328498103101985	0.0	0.0	4.61950457487168
230929-MiFishU-COL-076-B1_S33_L001_R1_001										4.327660761612498	4.988492118845027	4.313711814757986	34.356256102664254	19.593039475519596	14.876551820337564	2.3782954386943786
230929-MiFishU-COL-076-B1_S33_L001_R2_001										10.622123029711258	19.10831357232529	7.023294741247035	20.286999581531596	0.0	0.0	4.861207978797601
230929-MiFishU-COL-076-B2_S34_L001_R1_001										4.267499788904838	4.833234822257873	8.134763151228574	5.024064848433674	18.17951532550874	42.69357426327788	2.240986236595457
230929-MiFishU-COL-076-B2_S34_L001_R2_001										10.46187621379718	13.92552562695263	2.249430043063413	29.34391623743984	0.0	0.0	4.863632525542514
230929-MiFishU-COL-076-B3_S35_L001_R1_001										4.245155301125595	5.27791745638804	3.9260433992186594	34.09662321587437	20.50245619463892	14.783584110161296	2.531621088461687
230929-MiFishU-COL-076-B3_S35_L001_R2_001										10.486210497814568	17.67686535411751	9.155610567438982	19.742389664642403	0.0	0.0	4.765404401810234
230929-MiFishU-COL-076-S1_S30_L001_R1_001										4.919836529393272	9.91433511474379	5.603583778685948	39.842030807922036	0.0	20.072304306821753	3.4069475007859165
230929-MiFishU-COL-076-S1_S30_L001_R2_001										11.360421251178874	27.6171015403961	0.0	10.032222571518389	0.0	0.0	6.067274441999372
230929-MiFishU-COL-076-S2_S31_L001_R1_001										5.572072995694074	12.297518966577814	11.754152142710684	47.90342423621078	0.0	0.0	3.2602009432027885
230929-MiFishU-COL-076-S2_S31_L001_R2_001										10.570022554849293	24.16444535575149	7.422595858109493	5.7822431822841915	0.0	0.0	7.289317203198688
230929-MiFishU-COL-076-S3_S32_L001_R1_001										4.502931271049021	8.644131221155044	22.460604548667416	41.727994677975964	0.0	0.0	4.34493368259116
230929-MiFishU-COL-076-S3_S32_L001_R2_001										11.562928776350256	16.307014261361275	9.99958421687248	12.377863706290798	0.0	0.0	6.1369589622053144
230929-MiFishU-COL-077-B1_S43_L001_R1_001										5.948943051865542	9.229525239690425	1.8690077394016402	22.88090562550537	42.71456624696777	0.0	2.6475684417234606
230929-MiFishU-COL-077-B1_S43_L001_R2_001										10.132840475915444	10.989950329213354	7.171075430287628	8.702783874321359	0.0	23.548573408802127	3.4861961418505256
230929-MiFishU-COL-077-B2_S44_L001_R1_001										5.9036093953527455	6.975082986680113	3.0043279129375184	38.53943443001807	0.0	25.332997184755662	2.941300054624144
230929-MiFishU-COL-077-B2_S44_L001_R2_001										9.504601033656876	17.43770746670028	2.395058615908231	22.900121853859407	0.0	0.0	4.664061515189713
230929-MiFishU-COL-077-B3_S45_L001_R1_001										4.7057725076445465	4.883172661702575	2.6750075861907985	36.145281389323316	0.0	33.81807147358838	2.5723022338414134
230929-MiFishU-COL-077-B3_S45_L001_R2_001										9.04507364440606	15.065007819612052	7.219719427651082	21.93926378936066	0.0	0.0	5.92656567307019
230929-MiFishU-COL-077-S1_S40_L001_R1_001										4.013259145258672	9.316917248727359	20.658221853912632	42.89096720729253	0.0	0.0	1.9888717888007577
230929-MiFishU-COL-077-S1_S40_L001_R2_001										9.932520421451404	21.202793891322365	15.910974310406061	0.0	0.0	0.0	7.138629099088433
230929-MiFishU-COL-077-S2_S41_L001_R1_001										5.533299195758908	1.5181180156028797	7.56950510557547	39.73914876954125	0.0	28.3562757914395	1.7139070453929335
230929-MiFishU-COL-077-S2_S41_L001_R2_001										8.581583782644056	14.012470255128168	14.391999759028886	18.910208138799362	0.0	0.0	4.786288743636857
230929-MiFishU-COL-077-S3_S42_L001_R1_001										5.034877012639639	4.8250904704463204	0.0	20.401741228300203	52.672156081187396	0.0	2.569885141868149
230929-MiFishU-COL-077-S3_S42_L001_R2_001										9.073267949861016	12.115172811664133	9.686893585776472	25.28976766140452	0.0	0.0	2.659044422300309
230929-MiFishU-COL-078-B1_S49_L001_R1_001										4.622393668318313	8.386817864387616	9.268065578131756	58.192278274749754	0.0	0.0	1.7591699644175451
230929-MiFishU-COL-078-B1_S49_L001_R2_001										10.518439692727211	22.53001230421336	8.167337301719265	7.858069236141133	0.0	0.0	7.76495627016062
230929-MiFishU-COL-078-B2_S50_L001_R1_001										5.027163516718954	5.458208993292015	0.0	35.89410054327033	0.0	37.37087764939934	1.6068559185859668
230929-MiFishU-COL-078-B2_S50_L001_R2_001										9.340168847399699	16.97911087305838	12.388093962812762	18.652281480347895	0.0	0.0	3.866656464406866
230929-MiFishU-COL-078-B3_S51_L001_R1_001										5.435911327825184	8.352521558535374	5.250801390581968	19.382364892320194	0.0	43.351844327057655	1.9210799584631362
230929-MiFishU-COL-078-B3_S51_L001_R2_001										9.966589913765858	12.196938913720711	10.221680437040046	26.13662016343853	0.0	0.0	4.548738092013183
230929-MiFishU-COL-078-S1_S46_L001_R1_001										4.195014006921067	5.197862473222062	3.2957461333835543	16.72355752254055	57.84269874526237	0.0	1.0075566750629723
230929-MiFishU-COL-078-S1_S46_L001_R2_001										8.38061159631818	11.949433837896372	3.900750959297535	9.60945408319405	0.0	26.234139221733095	4.472798323877681
230929-MiFishU-COL-078-S2_S47_L001_R1_001										4.349320955819151	4.21179302045728	7.695834049624663	23.31098504383703	0.0	43.1837717036273	1.6274139017821327
230929-MiFishU-COL-078-S2_S47_L001_R2_001										11.042347143430176	19.60346111970661	3.2089851584436424	22.405592802704717	0.0	0.0	3.4553893759669934
230929-MiFishU-COL-078-S3_S48_L001_R1_001										4.556767006399621	2.9734534249822233	2.8466461246740935	9.46195780990756	36.26688788812515	31.268073003081298	1.4280635221616498
230929-MiFishU-COL-078-S3_S48_L001_R2_001										8.893102630955203	15.3946432803982	4.325669589950225	26.52642806352216	0.0	6.087935529746385	4.926522872718653
230929-MiFishU-COL-079-B1_S55_L001_R1_001										4.225773627820674	5.568025378583827	2.947866163883402	5.385467169449932	60.3384808762794	7.683904950020949	1.8974082719818042
230929-MiFishU-COL-079-B1_S55_L001_R2_001										8.740348356976117	10.271143831926738	2.5393547614772247	16.271622673131024	0.0	26.319806069312264	3.456634943436883
230929-MiFishU-COL-079-B2_S56_L001_R1_001										4.923722790605424	4.3849065335603195	6.683966084326396	11.782886799001703	48.97938945176272	10.027601937094028	1.4115002561856436
230929-MiFishU-COL-079-B2_S56_L001_R2_001										8.783035551956102	9.918516437201461	5.290646744789514	13.118357767383435	0.0	24.73926912715072	3.4047898451316465
230929-MiFishU-COL-079-B3_S57_L001_R1_001										4.089380452841699	5.245964796815179	0.9727829457986533	11.540962027754814	66.30334454334583	0.0	1.9046319557592444
230929-MiFishU-COL-079-B3_S57_L001_R2_001										8.221300093907265	7.693974685169875	6.467561862413818	10.069748216163287	29.112857268984115	4.19853761507653	3.481792424813991
230929-MiFishU-COL-079-S1_S52_L001_R1_001										4.332206967006074	4.683588356141316	1.570551320767426	8.847401686181618	68.28361978962022	0.0	2.0588928679681624
230929-MiFishU-COL-079-S1_S52_L001_R2_001										8.310787296384028	9.527711979523334	4.035834165946317	14.426844190980837	30.754291231182012	0.0	3.6530192979107965
230929-MiFishU-COL-079-S2_S53_L001_R1_001										4.998554688368577	5.007448913792721	6.154803993507215	9.087674827118493	62.48415716096325	0.0	1.3608164898939363
230929-MiFishU-COL-079-S2_S53_L001_R2_001										8.69410535210015	11.077757765770574	5.354323705334312	4.727280812932204	0.0	33.460076045627375	4.002401440864518
230929-MiFishU-COL-079-S3_S54_L001_R1_001										4.070360299116247	7.099762066621346	5.731645139360979	5.187797416723317	61.7479605710401	0.0	1.5338205302515295
230929-MiFishU-COL-079-S3_S54_L001_R2_001										7.766825288919104	12.0581237253569	3.900407885791978	39.118796736913666	0.0	0.0	2.502549286199864
230929-MiFishU-COL-080-B1_S61_L001_R1_001										4.983188205879817	7.112682127769636	1.3139063712388999	4.065867747219587	44.965945340115525	22.07604103802052	2.120872489007673
230929-MiFishU-COL-080-B1_S61_L001_R2_001										8.73006293646004	12.070006035003017	5.360806966117769	10.40606948874903	0.0	22.41917406672989	4.410725062505389
230929-MiFishU-COL-080-B2_S62_L001_R1_001										5.416905326896327	5.682841011373864	1.1271581703624907	14.466901235578103	59.20546600114557	0.0	1.5015137877424107
230929-MiFishU-COL-080-B2_S62_L001_R2_001										9.287292365600196	9.129776614025038	8.18672776368546	4.340888634317977	0.0	31.61975288437935	3.5410359217739953
230929-MiFishU-COL-080-B3_S63_L001_R1_001										4.733608846196805	5.0374176253769685	4.939126549759857	26.125321121411815	43.28828325700883	0.0	2.077515916452586
230929-MiFishU-COL-080-B3_S63_L001_R2_001										9.596783201161623	10.190997431028705	8.240813135261924	19.309728582598012	0.0	12.179157824193009	3.449123198927734
230929-MiFishU-COL-080-S1_S58_L001_R1_001										4.378473128706225	3.231641367993138	2.9593853727669415	21.10543393130198	54.21996792600604	0.0	1.5999701637265507
230929-MiFishU-COL-080-S1_S58_L001_R2_001										8.490284563458024	11.498153880580315	10.325215380598964	30.24465744228546	0.0	0.0	3.6941036064595534
230929-MiFishU-COL-080-S2_S59_L001_R1_001										4.927130803591571	3.9818616613274376	2.0010828858908996	3.7494923972386407	58.57961467310382	14.63249560077607	1.1979425168072915
230929-MiFishU-COL-080-S2_S59_L001_R2_001										7.986283445381943	12.56147633443126	4.157830618598565	11.316157559897126	0.0	29.100302305644544	2.278572395433831
230929-MiFishU-COL-080-S3_S60_L001_R1_001										4.670775218942588	10.298410638987999	0.0	28.895015677370527	0.0	38.66363931235809	0.6973726889393448
230929-MiFishU-COL-080-S3_S60_L001_R2_001										9.768623634987566	16.693696615850364	9.55779003135474	20.558979349118825	0.0	0.0	3.227375932533247
230929-MiFishU-COL-081-B1_S75_L001_R1_001										4.39236067310846	6.236597118853596	5.083633978353559	14.61765522113177	27.285112394984484	24.010394328531422	3.703610263137977
230929-MiFishU-COL-081-B1_S75_L001_R2_001										9.576910462446705	12.957590130433685	8.045513030754094	28.97545222897798	0.0	0.0	3.6052173474279083
230929-MiFishU-COL-081-B2_S76_L001_R1_001										4.17039099011671	5.3272722629414915	7.541435758612764	10.225502464438032	54.91483004315959	0.0	3.5651352248640094
230929-MiFishU-COL-081-B2_S76_L001_R2_001										10.557499297699007	13.118982557397144	5.812498403861379	30.811859948412803	0.0	0.0	2.367392803330184
230929-MiFishU-COL-081-S1_S72_L001_R1_001										4.041904464076303	3.5571886482683133	8.232350871706668	9.737315299820185	0.0	57.59518411383004	2.298491126573372
230929-MiFishU-COL-081-S1_S72_L001_R2_001										10.39402705026972	7.685091079665391	7.7828160425299036	27.734344460949107	0.0	0.0	6.743022437651473
230929-MiFishU-COL-081-S2_S73_L001_R1_001										4.902376910016978	15.991086587436332	7.305814940577251	10.83934634974533	0.0	43.62266553480475	0.9603140916808149
230929-MiFishU-COL-081-S2_S73_L001_R2_001										10.701400679117148	9.67741935483871	8.764855687606111	19.269949066213922	0.0	0.0	8.50488115449915
230929-MiFishU-COL-081-S3_S74_L001_R1_001										3.961008819433699	19.805044097168498	5.663004796534117	53.16416524833668	0.0	0.0	0.0
230929-MiFishU-COL-081-S3_S74_L001_R2_001										13.128578059724585	14.64490174841405	6.359275878075198	8.130898963329724	0.0	0.0	10.784465418536284
230929-MiFishU-COL-082-B1_S80_L001_R1_001										4.784355390285202	6.779773564859391	7.397323948338258	8.898037783458946	0.0	54.467279790165676	2.0252996447425216
230929-MiFishU-COL-082-B1_S80_L001_R2_001										9.193532321790233	15.571566121053158	5.123012052192967	23.24114346425844	0.0	0.0	6.590524253793287
230929-MiFishU-COL-082-B2_S81_L001_R1_001										5.038275584206285	7.910958904109588	2.8847703464947623	11.1361804995971	47.35092667203868	10.370668815471394	1.7445608380338435
230929-MiFishU-COL-082-B2_S81_L001_R2_001										8.164786462530218	14.031023368251411	8.63013698630137	3.2715551974214345	0.0	23.978646253021758	4.875100725221595
230929-MiFishU-COL-082-B3_S82_L001_R1_001										5.087707619079319	5.453849482408548	0.8471191292480776	12.620244316479711	52.74606397496922	10.333521951868988	1.6343241354059184
230929-MiFishU-COL-082-B3_S82_L001_R2_001										8.17162067702959	10.25696501680924	7.406051326432114	9.265053423426423	0.0	27.502246779615884	3.7928968478514133
230929-MiFishU-COL-082-S1_S77_L001_R1_001										4.264591749417923	6.618773755746155	2.4775626355694413	18.5966448428887	55.76605440687747	0.0	0.8974945772223438
230929-MiFishU-COL-082-S1_S77_L001_R2_001										8.74012457463533	10.238602216871307	6.039680802372092	11.942050904459613	0.0	22.41945433921713	4.372052297466717
230929-MiFishU-COL-082-S2_S78_L001_R1_001										4.286705558839403	6.08568271182956	4.641361054714605	26.19053738017527	43.689445144046665	0.0	1.6062296008840689
230929-MiFishU-COL-082-S2_S78_L001_R2_001										10.277299478296625	10.739893603351238	14.348127778777208	22.916398961733186	0.0	0.0	4.006579116445221
230929-MiFishU-COL-082-S3_S79_L001_R1_001										4.612956453117153	6.992969366525576	4.672142908386542	24.277207834134444	45.896405767989094	0.0	1.2716120238180644
230929-MiFishU-COL-082-S3_S79_L001_R2_001										9.064495300954158	15.137384317382882	4.923236961044551	25.81964272903365	0.0	0.0	5.7446732190257555
230929-MiFishU-COL-083-B1_S86_L001_R1_001										4.1583027335781315	8.287229702162383	4.275805793553652	4.181150550795594	53.85067319461444	10.328845369237046	2.195022439820481
230929-MiFishU-COL-083-B1_S86_L001_R2_001										11.004487964096288	13.473684210526315	2.852713178294574	29.405140758873927	0.0	0.0	4.971032231742146
230929-MiFishU-COL-083-B2_S87_L001_R1_001										4.496133857269616	6.562301939409304	3.8192419825072883	13.167701863354036	59.10381543921916	0.0	1.507161870959564
230929-MiFishU-COL-083-B2_S87_L001_R2_001										9.915071618709595	13.165166687793128	3.9320572949676764	14.2907846368361	0.0	17.269615920902524	4.61782228419318
230929-MiFishU-COL-083-B3_S88_L001_R1_001										4.939292926835203	8.18024769459111	6.401615611085427	13.55994063115891	31.974013966276555	17.134236842745565	2.781089564222974
230929-MiFishU-COL-083-B3_S88_L001_R2_001										11.168154942942651	14.713253363828805	7.647388014306918	17.156135185770943	0.0	0.0	7.2191537506995305
230929-MiFishU-COL-083-S1_S83_L001_R1_001										4.997977073499663	8.118678354686446	6.136210384356035	10.400539447066755	55.03978422117329	0.0	2.0418071476736346
230929-MiFishU-COL-083-S1_S83_L001_R2_001										8.946729602157788	16.14295347269049	1.480782198246797	4.202292650033716	0.0	28.74173971679029	4.547538772757923
230929-MiFishU-COL-083-S2_S84_L001_R1_001										5.306637901549633	6.019626930463837	7.4824383698597705	0.0	34.412902207371936	30.676944934094557	1.8995501065537108
230929-MiFishU-COL-083-S2_S84_L001_R2_001										10.263358678207792	18.49035754689679	2.3652292878002577	25.609724012733825	0.0	0.0	4.588386960982925
230929-MiFishU-COL-083-S3_S85_L001_R1_001										5.139536633067549	3.911539040168497	4.71829396720325	11.407401835414472	51.75831202046036	9.767564314728448	1.574018354144727
230929-MiFishU-COL-083-S3_S85_L001_R2_001										9.701745148187152	14.581766210320446	6.786896344215436	3.691514969159019	0.0	25.77854671280277	3.9021363020911695
230929-MiFishU-COL-084-B1_S92_L001_R1_001										4.43841124466248	5.875782907906832	3.9211980101896167	23.339891574235562	27.81438746316359	19.31903121321729	2.0783036780562405
230929-MiFishU-COL-084-B1_S92_L001_R2_001										9.936164545977851	14.392618112773107	8.715300748326788	15.07736719562173	0.0	10.084798914024038	4.03804352495425
230929-MiFishU-COL-084-B2_S93_L001_R1_001										3.9094014815874245	3.912001898304203	3.228092301791362	6.880702632596873	67.52827140549273	2.2145798864268	1.6229850833596084
230929-MiFishU-COL-084-B2_S93_L001_R2_001										8.922679859447477	14.064028760608888	4.602412536608991	25.081669337511336	0.0	8.776731471218262	4.030970963096836
230929-MiFishU-COL-084-B3_S94_L001_R1_001										4.347099025737967	4.521593718191072	4.549222044496147	14.948378653482624	35.074887305511126	22.073578595317723	2.096844554311473
230929-MiFishU-COL-084-B3_S94_L001_R2_001										8.845426784935292	10.631089137705395	7.730841936891086	18.934855314817508	0.0	12.719208957394212	4.6284717173185985
230929-MiFishU-COL-084-S1_S89_L001_R1_001										6.342462799223636	8.425706275609231	5.451800733232694	15.94134138451585	44.00474444684063	0.0	1.9322838041837396
